Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
01/04/2011	Apr-11	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	649	93830	88.5	238.39	144.58	93591.61	87381.05	6210.56	-41	-5609	-2.94	-14.25	0.47	-5594.75	-5223.31	-371.44
01/04/2011	Apr-11	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	1308	83180	82.02	211.33	63.59	82968.67	77463.56	5505.11	409	25440	1.64	64.64	-0.64	25375.36	23692.11	1683.25
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	1078	56331	79.53	143.11	52.26	56187.89	52459.48	3728.41	-30	-1673	-0.13	-4.26	-0.09	-1668.74	-1558.38	-110.36
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	875	77848	91.27	197.78	88.97	77650.22	72497.27	5152.95	348	28403	-0.86	72.16	-4.85	28330.84	26450.16	1880.68
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	980	80177	95.54	203.7	81.81	79973.3	74666.39	5306.91	-278	-23078	-1.68	-58.63	-0.27	-23019.37	-21492.27	-1527.1
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	793	48553	70.24	123.35	61.23	48429.65	45216.23	3213.42	-6	-897	-3.14	-2.28	-0.66	-894.72	-834.78	-59.94
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	4112	222610	98.36	565.57	54.14	222044.43	207310.6	14733.83	-132	-3890	0.12	-9.88	0.77	-3880.12	-3622.47	-257.65
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	273	41054	52.61	104.3	150.38	40949.7	38232.8	2716.9	-35	-5606	-1.24	-14.24	-1.11	-5591.76	-5219.97	-371.79
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	169	16447	20.47	41.78	97.32	16405.22	15316.82	1088.4	-34	-3386	1.48	-8.61	-0.38	-3377.39	-3153.09	-224.3
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	757	67106	95.48	170.49	88.65	66935.51	62494.3	4441.21	-34	-2780	-2.86	-7.06	0.3	-2772.94	-2588.75	-184.19
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	562	48650	69.96	123.6	86.57	48526.4	45306.19	3220.21	-213	-15513	-14.36	-39.41	3.78	-15473.59	-14446.81	-1026.78
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	3443	291548	97.63	740.71	84.68	290807.29	271510.81	19296.48	-1074	-87062	-2.19	-221.19	0.86	-86840.81	-81078.2	-5762.61
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	6055	422152	100	1072.52	69.72	421079.48	393137.89	27941.59	543	24568	1.21	62.41	-2.41	24505.59	22879.12	1626.47
01/04/2011	Apr-11	Hypermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	43922	2565906	98.94	6518.95	58.42	2559387.05	2389555.91	169831.14	17524	987184	0.92	2508.05	-1.38	984675.95	919336.8	65339.15
01/04/2011	Apr-11	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	3414	204767	99.49	520.23	59.98	204246.77	190694.11	13552.66	1157	62097	1.14	157.76	-3.23	61939.24	57829.74	4109.5
01/04/2011	Apr-11	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	562	49048	59.4	124.61	87.27	48923.39	45677.2	3246.19	20	850	-2.62	2.16	-1.66	847.84	791.76	56.08
01/04/2011	Apr-11	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	2260	161671	92.49	410.74	71.54	161260.26	150559.83	10700.43	317	23301	-1.45	59.19	0.33	23241.81	21699.56	1542.25
01/04/2011	Apr-11	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	778	89741	98.48	227.99	115.35	89513.01	83573.08	5939.93	-102	-11018	0.67	-28	0.85	-10990	-10261.12	-728.88
01/04/2011	Apr-11	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	257	30173	34.17	76.66	117.4	30096.34	28099.08	1997.26	-177	-20376	-22.94	-51.76	0.93	-20324.24	-18976.15	-1348.09
01/04/2011	Apr-11	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	2809	315158	96.08	800.69	112.2	314357.31	293497.58	20859.73	483	49374	0.56	125.44	-2.07	49248.56	45980.62	3267.94
01/04/2011	Apr-11	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	4427	448939	99.73	1140.58	101.41	447798.42	418083.86	29714.56	137	10022	0.02	25.46	-0.9	9996.54	9332.46	664.08
01/04/2011	Apr-11	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	6270	563911	97.36	1432.67	89.94	562478.33	525154.04	37324.29	2305	191922	1.3	487.59	-3.88	191434.41	178731.55	12702.86
01/04/2011	Apr-11	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	803	81849	41.88	207.95	101.93	81641.05	76223.66	5417.39	130	13993	1.02	35.55	1.1	13957.45	13030.91	926.54
01/04/2011	Apr-11	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	721	40326	54.89	102.45	55.93	40223.55	37554.47	2669.08	-1059	-55450	-13.69	-140.88	2.12	-55309.12	-51639.2	-3669.92
01/04/2011	Apr-11	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	789	63376	97.09	161.02	80.32	63214.98	59020.46	4194.52	-79	-5484	1.78	-13.93	0.99	-5470.07	-5107.1	-362.97
01/04/2011	Apr-11	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	2515	176515	99.25	448.46	70.18	176066.54	164383.63	11682.91	-760	-47046	0.59	-119.52	1.92	-46926.48	-43812.06	-3114.42
01/04/2011	Apr-11	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	5896	347991	98.34	884.11	59.02	347106.89	324074.21	23032.68	-12067	-660223	-0.79	-1677.36	2.89	-658545.64	-614846.69	-43698.95
01/04/2011	Apr-11	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	1031	77837	61.64	197.75	75.5	77639.25	72487.22	5152.03	144	8791	4.72	22.33	-2.34	8768.67	8186.44	582.23
01/04/2011	Apr-11	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	656	40118	21	101.92	61.16	40016.08	37361.14	2654.94	23	657	0.68	1.67	-1.18	655.33	611.85	43.48
01/04/2011	Apr-11	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	663	30971	4.89	78.68	46.71	30892.32	28842.79	2049.53	-47	-2772	0.13	-7.05	-0.82	-2764.95	-2580.93	-184.02
01/04/2011	Apr-11	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	31449	1950757	67.9	4956.1	62.03	1945800.9	1816685.18	129115.72	24745	1442005	22.39	3663.56	-13.86	1438341.44	1342898.79	95442.65
01/04/2011	Apr-11	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	472	45407	13.72	115.36	96.2	45291.64	42286.63	3005.01	-120	-11435	-2.03	-29.05	0.18	-11405.95	-10648.91	-757.04
01/04/2011	Apr-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	3985	335668	37.13	852.8	84.23	334815.2	312598.33	22216.87	1156	80975	-0.45	205.72	-5.8	80769.28	75410.11	5359.17
01/04/2011	Apr-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	7593	573865	44.11	1457.96	75.58	572407.04	534423.92	37983.12	752	48378	-1.05	122.91	-1.23	48255.09	45052.51	3202.58
01/04/2011	Apr-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	7784	512712	41.23	1302.6	65.87	511409.4	477474.23	33935.17	2544	140719	1.52	357.52	-5.12	140361.48	131047.82	9313.66
01/04/2011	Apr-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	697	113167	18.17	287.51	162.36	112879.49	105389.42	7490.07	-229	-32821	-0.31	-83.39	4.71	-32737.61	-30564.9	-2172.71
01/04/2011	Apr-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	708	108545	15.63	275.77	153.31	108269.23	101085.27	7183.96	92	14130	-1.03	35.9	0.04	14094.1	13158.87	935.23
01/04/2011	Apr-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	383	27128	13.04	68.92	70.83	27059.08	25263.91	1795.17	31	1341	-0.56	3.41	-2.43	1337.59	1248.83	88.76
01/04/2011	Apr-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	664	37327	14.71	94.84	56.22	37232.16	34761.77	2470.39	-190	-10779	-1.56	-27.38	-0.11	-10751.62	-10038.18	-713.44
01/04/2011	Apr-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	881	78286	21.84	198.89	88.86	78087.11	72905.17	5181.94	304	22311	0.73	56.68	-8.15	22254.32	20777.61	1476.71
01/04/2011	Apr-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	735	65497	18.26	166.4	89.11	65330.6	60995.69	4334.91	-75	-6140	-3.03	-15.6	0.67	-6124.4	-5717.82	-406.58
01/04/2011	Apr-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	546	34708	11.81	88.18	63.57	34619.82	32322.77	2297.05	-22	-3145	-1.05	-7.99	-3.07	-3137.01	-2928.48	-208.53
01/04/2011	Apr-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2771	163590	35.61	415.62	59.04	163174.38	152346.75	10827.63	228	8813	-0.81	22.39	-1.82	8790.61	8207.11	583.5
01/04/2011	Apr-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	618	95623	18.73	242.94	154.73	95380.06	89050.63	6329.43	43	4872	1.62	12.38	-3.1	4859.62	4536.6	323.02
01/04/2011	Apr-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	353	35591	9.38	90.43	100.82	35500.57	33145.27	2355.3	1	234	-1.38	0.6	0.37	233.4	217.92	15.48
01/04/2011	Apr-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	1569	145943	29.03	370.78	93.02	145572.22	135912.98	9659.24	-378	-36070	-2.51	-91.64	-0.46	-35978.36	-33590.6	-2387.76
01/04/2011	Apr-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	392	34298	11.25	87.14	87.49	34210.86	31940.57	2270.29	0	-554	-0.41	-1.41	-1.42	-552.59	-516.3	-36.29
01/04/2011	Apr-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2318	213039	25.45	541.25	91.91	212497.75	198397.21	14100.54	-264	-25524	-1.9	-64.85	-0.48	-25459.15	-23769.78	-1689.37
01/04/2011	Apr-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	67333	3873629	95.04	9841.36	57.53	3863787.64	3607401.85	256385.79	56192	3069049	31.05	7797.24	-14.69	3061251.76	2858119.55	203132.21
01/04/2011	Apr-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	25716	1535285	41.16	3900.55	59.7	1531384.45	1429767.45	101617	14642	839936	2.01	2133.95	-3.09	837802.05	782208.53	55593.52
01/04/2011	Apr-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2249	145658	33.96	370.06	64.77	145287.94	135647.56	9640.38	688	36457	0.74	92.63	-5.19	36364.37	33951.56	2412.81
01/04/2011	Apr-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	3612	292289	27.14	742.59	80.92	291546.41	272200.88	19345.53	-1658	-118116	-6.55	-300.09	3.04	-117815.91	-109998.09	-7817.82
01/04/2011	Apr-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	541	40425	6.76	102.7	74.72	40322.3	37646.66	2675.64	145	9437	0.14	23.97	-3.53	9413.03	8788.22	624.81
01/04/2011	Apr-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	834	104350	23.38	265.11	125.12	104084.89	97177.84	6907.05	-310	-39521	-1.38	-100.41	-0.64	-39420.59	-36805.17	-2615.42
01/04/2011	Apr-11	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	272	33200	6.95	84.35	122.06	33115.65	30918.04	2197.61	-152	-19449	-5.35	-49.41	-2.11	-19399.59	-18112.3	-1287.29
01/04/2011	Apr-11	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1705	205900	24.04	523.11	120.76	205376.89	191749.05	13627.84	525	57007	4.08	144.83	-5.42	56862.17	53089.19	3772.98
01/04/2011	Apr-11	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	4463	477194	41	1212.36	106.92	475981.64	444397.13	31584.51	901	75295	-0.18	191.29	-5.91	75103.71	70119.74	4983.97
01/04/2011	Apr-11	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	3343	317225	31.98	805.94	94.89	316419.06	295423.07	20995.99	1382	122434	5.39	311.05	-4.44	122122.95	114019.51	8103.44
01/04/2011	Apr-11	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	118	14585	1.81	37.06	123.6	14547.94	13582.41	965.53	-65	-7984	-2.24	-20.28	0.27	-7963.72	-7435.46	-528.26
01/04/2011	Apr-11	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	644	36976	13.77	93.94	57.42	36882.06	34434.33	2447.73	-483	-24981	-1.54	-63.47	2.44	-24917.53	-23264.66	-1652.87
01/04/2011	Apr-11	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	682	59897	21.28	152.17	87.83	59744.83	55780.21	3964.62	-254	-21946	-3.37	-55.76	0.39	-21890.24	-20437.87	-1452.37
01/04/2011	Apr-11	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	4363	317219	31.33	805.93	72.71	316413.07	295417.49	20995.58	18	-6252	-2.02	-15.88	-1.74	-6236.12	-5822.3	-413.82
01/04/2011	Apr-11	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	4691	274301	27.98	696.89	58.47	273604.11	255448.6	18155.51	-7607	-418253	-0.11	-1062.62	2.16	-417190.38	-389507.04	-27683.34
01/04/2011	Apr-11	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	239	20456	6.26	51.97	85.59	20404.03	19050.47	1353.56	90	7464	-0.21	18.96	-1.6	7445.04	6951.01	494.03
01/05/2011	May-11	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	8416	387529	95.8	984.56	46.05	386544.44	360895.02	25649.42	6313	272168	-0.6	691.47	-8.81	271476.53	253462.76	18013.77
01/05/2011	May-11	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	635	28004	15.4	71.15	44.1	27932.85	26079.15	1853.7	42	294	-0.03	0.75	-2.63	293.25	273.24	20.01
01/05/2011	May-11	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	718	61328	97.56	155.81	85.42	61172.19	57112.85	4059.34	33	1492	-0.38	3.79	-1.93	1488.21	1389.09	99.12
01/05/2011	May-11	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	785	64561	93.66	164.02	82.24	64396.98	60123.47	4273.51	345	25182	4.58	63.98	-7.26	25118.02	23450.73	1667.29
01/05/2011	May-11	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2777	232477	99.74	590.63	83.72	231886.37	216499.46	15386.91	-2150	-163911	3.03	-416.43	3.27	-163494.57	-152645.7	-10848.87
01/05/2011	May-11	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	4457	320483	99.13	814.22	71.91	319668.78	298457.15	21211.63	-1141	-84252	-0.82	-214.05	-0.39	-84037.95	-78461.52	-5576.43
01/05/2011	May-11	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	10965	676784	99.94	1719.44	61.72	675064.56	630269.68	44794.88	885	50541	1.64	128.4	-0.41	50412.6	47066.86	3345.74
01/05/2011	May-11	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	820	131220	95.14	333.38	160.02	130886.62	122201.48	8685.14	-1032	-147185	-2.73	-373.94	9.69	-146811.06	-137069.06	-9742
01/05/2011	May-11	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	694	100153	95.05	254.45	144.31	99898.55	93269.85	6628.7	45	6323	6.55	16.06	-0.27	6306.94	5888.8	418.14
01/05/2011	May-11	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	1006	65509	79.12	166.43	65.12	65342.57	61006.31	4336.26	-302	-17671	-2.9	-44.9	1.53	-17626.1	-16457.25	-1168.85
01/05/2011	May-11	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	883	46693	79.85	118.63	52.88	46574.37	43484.06	3090.31	-195	-9638	0.32	-24.48	0.62	-9613.52	-8975.42	-638.1
01/05/2011	May-11	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	549	50672	92.07	128.74	92.3	50543.26	47189.78	3353.48	-326	-27176	0.8	-69.04	3.33	-27106.96	-25307.49	-1799.47
01/05/2011	May-11	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	1124	91648	96.64	232.84	81.54	91415.16	85349.38	6065.78	144	11471	1.1	29.14	-0.27	11441.86	10682.99	758.87
01/05/2011	May-11	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	671	40768	70.7	103.57	60.76	40664.43	37965.72	2698.71	-122	-7785	0.46	-19.78	-0.47	-7765.22	-7250.51	-514.71
01/05/2011	May-11	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2906	160920	99.13	408.83	55.38	160511.17	149860.26	10650.91	-1206	-61690	0.77	-156.74	1.24	-61533.26	-57450.34	-4082.92
01/05/2011	May-11	Hypermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	105	16132	42.11	40.99	153.64	16091.01	15023.46	1067.55	-168	-24922	-10.5	-63.31	3.26	-24858.69	-23209.34	-1649.35
01/05/2011	May-11	Hypermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	159	15808	21.39	40.16	99.42	15767.84	14721.73	1046.11	-10	-639	0.92	-1.62	2.1	-637.38	-595.09	-42.29
01/05/2011	May-11	Hypermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	631	55726	98.83	141.58	88.31	55584.42	51896.24	3688.18	-126	-11380	3.35	-28.91	-0.34	-11351.09	-10598.06	-753.03
01/05/2011	May-11	Hypermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	630	53968	79.65	137.11	85.66	53830.89	50259.06	3571.83	68	5318	9.69	13.51	-0.91	5304.49	4952.87	351.62
01/05/2011	May-11	Hypermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	3184	269995	98.87	685.95	84.8	269309.05	251438.92	17870.13	-259	-21553	1.24	-54.76	0.12	-21498.24	-20071.89	-1426.35
01/05/2011	May-11	Hypermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	5911	419757	99.71	1066.43	71.01	418690.57	390907.86	27782.71	-144	-2395	-0.29	-6.09	1.29	-2388.91	-2230.03	-158.88
01/05/2011	May-11	Hypermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	26189	1556059	99.94	3953.33	59.42	1552105.67	1449114.07	102991.6	-17733	-1009847	1	-2565.62	1	-1007281.38	-940441.84	-66839.54
01/05/2011	May-11	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2188	132131	95.23	335.69	60.39	131795.31	123049.69	8745.62	-1226	-72636	-4.26	-184.54	0.41	-72451.46	-67644.42	-4807.04
01/05/2011	May-11	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	574	50139	59.38	127.39	87.35	50011.61	46693.03	3318.58	12	1091	-0.02	2.78	0.08	1088.22	1015.83	72.39
01/05/2011	May-11	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	1346	102638	93.04	260.76	76.25	102377.24	95583.69	6793.55	-914	-59033	0.55	-149.98	4.71	-58883.02	-54976.14	-3906.88
01/05/2011	May-11	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	920	104199	98.93	264.73	113.26	103934.27	97037.59	6896.68	142	14458	0.45	36.74	-2.09	14421.26	13464.51	956.75
01/05/2011	May-11	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	96	11740	20.08	29.83	122.29	11710.17	10933.32	776.85	-161	-18433	-14.09	-46.83	4.89	-18386.17	-17165.76	-1220.41
01/05/2011	May-11	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	2613	296282	95.3	752.74	113.39	295529.26	275919.44	19609.82	-196	-18876	-0.78	-47.95	1.19	-18828.05	-17578.14	-1249.91
01/05/2011	May-11	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3161	328843	99.44	835.46	104.03	328007.54	306241.84	21765.7	-1266	-120096	-0.29	-305.12	2.62	-119790.88	-111842.02	-7948.86
01/05/2011	May-11	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	4339	405577	97.02	1030.41	93.47	404546.59	377702.61	26843.98	-1931	-158334	-0.34	-402.26	3.53	-157931.74	-147451.43	-10480.31
01/05/2011	May-11	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	775	78413	47.07	199.22	101.18	78213.78	73023.63	5190.15	-28	-3436	5.19	-8.73	-0.75	-3427.27	-3200.03	-227.24
01/05/2011	May-11	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	478	28717	80.16	72.96	60.08	28644.04	26742.96	1901.08	-243	-11609	25.27	-29.49	4.15	-11579.51	-10811.51	-768
01/05/2011	May-11	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	959	74303	96.33	188.77	77.48	74114.23	69196.1	4918.13	170	10927	-0.76	27.75	-2.84	10899.25	10175.64	723.61
01/05/2011	May-11	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	1762	126008	98.28	320.14	71.51	125687.86	117348.07	8339.79	-753	-50507	-0.97	-128.32	1.33	-50378.68	-47035.56	-3343.12
01/05/2011	May-11	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	3219	196832	93.47	500.08	61.15	196331.92	183304.46	13027.46	-2677	-151159	-4.87	-384.03	2.13	-150774.97	-140769.75	-10005.22
01/05/2011	May-11	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	899	68609	59.86	174.31	76.32	68434.69	63893.44	4541.25	-132	-9228	-1.78	-23.44	0.82	-9204.56	-8593.78	-610.78
01/05/2011	May-11	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	4924	225484	26.08	572.86	45.79	224911.14	209986.52	14924.62	4268	185366	5.08	470.94	-15.37	184895.06	172625.38	12269.68
01/05/2011	May-11	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	743	32733	5.17	83.16	44.06	32649.84	30483.32	2166.52	80	1762	0.28	4.48	-2.65	1757.52	1640.53	116.99
01/05/2011	May-11	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	2684	202254	36.28	513.85	75.36	201740.15	188353.45	13386.7	-28765	-1748503	-31.62	-4442.25	13.33	-1744060.75	-1628331.73	-115729.02
01/05/2011	May-11	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	473	43814	16.42	111.31	92.63	43702.69	40802.56	2900.13	1	-1593	2.7	-4.05	-3.57	-1588.95	-1484.07	-104.88
01/05/2011	May-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2315	210614	37.15	535.09	90.98	210078.91	196138.69	13940.22	-1670	-125054	0.02	-317.71	6.75	-124736.29	-116459.64	-8276.65
01/05/2011	May-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	6527	497338	44	1263.54	76.2	496074.46	463156.48	32917.98	-1066	-76527	-0.11	-194.42	0.62	-76332.58	-71267.44	-5065.14
01/05/2011	May-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	6356	416768	39.81	1058.84	65.57	415709.16	388124.1	27585.06	-1428	-95944	-1.42	-243.76	-0.3	-95700.24	-89350.13	-6350.11
01/05/2011	May-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	440	75038	17.11	190.64	170.54	74847.36	69880.58	4966.78	-257	-38129	-1.06	-96.87	8.18	-38032.13	-35508.84	-2523.29
01/05/2011	May-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	582	90433	18.74	229.75	155.38	90203.25	84217.33	5985.92	-126	-18112	3.11	-46.02	2.07	-18065.98	-16867.94	-1198.04
01/05/2011	May-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	397	28388	13.36	72.12	71.51	28315.88	26436.76	1879.12	14	1260	0.32	3.2	0.68	1256.8	1172.85	83.95
01/05/2011	May-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	558	31522	14.57	80.08	56.49	31441.92	29355.18	2086.74	-106	-5805	-0.14	-14.76	0.27	-5790.24	-5406.59	-383.65
